,brand,state,year,quarter,count,percentage
1399,Samsung,Dadra & Nagar Haveli & Daman & Diu,2020,1,38134,0.174529510837727
1400,Oppo,Dadra & Nagar Haveli & Daman & Diu,2020,1,26282,0.1202859548916227
1401,Realme,Dadra & Nagar Haveli & Daman & Diu,2020,1,13927,0.0637402973052138
1402,Apple,Dadra & Nagar Haveli & Daman & Diu,2020,1,4178,0.0191216315172817
1403,Motorola,Dadra & Nagar Haveli & Daman & Diu,2020,1,4028,0.0184351200937316
1404,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2020,1,3944,0.0180506736965436
1405,Huawei,Dadra & Nagar Haveli & Daman & Diu,2020,1,3732,0.0170804042179261
1406,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2020,1,2682,0.0122748242530755
1407,Others,Dadra & Nagar Haveli & Daman & Diu,2020,1,20032,0.0916813122437024
1408,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2020,2,58073,0.2372127411014076
1409,Vivo,Dadra & Nagar Haveli & Daman & Diu,2020,2,56525,0.230889573308716
1410,Samsung,Dadra & Nagar Haveli & Daman & Diu,2020,2,42346,0.172972133946588
1411,Oppo,Dadra & Nagar Haveli & Daman & Diu,2020,2,29921,0.1222193175226906
1412,Realme,Dadra & Nagar Haveli & Daman & Diu,2020,2,16175,0.0660705678596812
1413,Apple,Dadra & Nagar Haveli & Daman & Diu,2020,2,4502,0.0183894711903731
1414,Motorola,Dadra & Nagar Haveli & Daman & Diu,2020,2,4308,0.0175970328494285
1415,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2020,2,4157,0.0169802380582809
1416,Huawei,Dadra & Nagar Haveli & Daman & Diu,2020,2,4069,0.0166207814912545
1417,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2020,2,2817,0.0115066948785608
1418,Others,Dadra & Nagar Haveli & Daman & Diu,2020,2,21921,0.0895414477930183
1419,Vivo,Dadra & Nagar Haveli & Daman & Diu,2020,3,63527,0.2370888164033051
1420,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2020,3,62612,0.2336739492285759
1421,Samsung,Dadra & Nagar Haveli & Daman & Diu,2020,3,46194,0.1724004090376419
1422,Oppo,Dadra & Nagar Haveli & Daman & Diu,2020,3,33220,0.1239802049666723
1423,Realme,Dadra & Nagar Haveli & Daman & Diu,2020,3,18327,0.0683981100669537
1424,Apple,Dadra & Nagar Haveli & Daman & Diu,2020,3,4852,0.0181081262642472
1425,Motorola,Dadra & Nagar Haveli & Daman & Diu,2020,3,4473,0.0166936621558075
1426,Huawei,Dadra & Nagar Haveli & Daman & Diu,2020,3,4325,0.0161413120554141
1427,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2020,3,4294,0.0160256171019533
1428,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2020,3,2971,0.0110880550558694
1429,Others,Dadra & Nagar Haveli & Daman & Diu,2020,3,23151,0.086401737663559
1430,Vivo,Dadra & Nagar Haveli & Daman & Diu,2020,4,71995,0.2428219215967999
1431,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2020,4,68314,0.2304067886931563
1432,Samsung,Dadra & Nagar Haveli & Daman & Diu,2020,4,50714,0.1710461967061617
1433,Oppo,Dadra & Nagar Haveli & Daman & Diu,2020,4,36932,0.1245628058672548
1434,Realme,Dadra & Nagar Haveli & Daman & Diu,2020,4,20993,0.0708043697490328
1435,Apple,Dadra & Nagar Haveli & Daman & Diu,2020,4,5335,0.0179936794460577
1436,Motorola,Dadra & Nagar Haveli & Daman & Diu,2020,4,4712,0.0158924494001544
1437,Huawei,Dadra & Nagar Haveli & Daman & Diu,2020,4,4635,0.0156327468102113
1438,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2020,4,4516,0.0152313882621174
1439,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2020,4,3173,0.0107017703622007
1440,Others,Dadra & Nagar Haveli & Daman & Diu,2020,4,25174,0.0849058831068524
1441,Vivo,Dadra & Nagar Haveli & Daman & Diu,2021,1,79699,0.2479775728384921
1442,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2021,1,73383,0.2283258036814397
1443,Samsung,Dadra & Nagar Haveli & Daman & Diu,2021,1,54230,0.168732653797807
1444,Oppo,Dadra & Nagar Haveli & Daman & Diu,2021,1,40045,0.1245970702808995
1445,Realme,Dadra & Nagar Haveli & Daman & Diu,2021,1,23882,0.0743070853402033
1446,Apple,Dadra & Nagar Haveli & Daman & Diu,2021,1,5784,0.0179964903110181
1447,Huawei,Dadra & Nagar Haveli & Daman & Diu,2021,1,4871,0.0151557580057001
1448,Motorola,Dadra & Nagar Haveli & Daman & Diu,2021,1,4859,0.0151184208888722
1449,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2021,1,4531,0.0140978730289113
1450,Tecno,Dadra & Nagar Haveli & Daman & Diu,2021,1,3575,0.0111233493882935
1451,Others,Dadra & Nagar Haveli & Daman & Diu,2021,1,26537,0.0825679224383626
1452,Vivo,Dadra & Nagar Haveli & Daman & Diu,2021,2,87001,0.2521811973541569
1453,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2021,2,77605,0.2249459410888305
1454,Samsung,Dadra & Nagar Haveli & Daman & Diu,2021,2,57137,0.1656173730557633
1455,Oppo,Dadra & Nagar Haveli & Daman & Diu,2021,2,43131,0.1250195655576618
1456,Realme,Dadra & Nagar Haveli & Daman & Diu,2021,2,27996,0.0811492373780413
1457,Apple,Dadra & Nagar Haveli & Daman & Diu,2021,2,6273,0.0181829249204334
1458,Huawei,Dadra & Nagar Haveli & Daman & Diu,2021,2,4834,0.0140118378870357
1459,Motorola,Dadra & Nagar Haveli & Daman & Diu,2021,2,4803,0.0139219812518478
1460,Tecno,Dadra & Nagar Haveli & Daman & Diu,2021,2,4453,0.0129074708545655
1461,Lenovo,Dadra & Nagar Haveli & Daman & Diu,2021,2,4280,0.0124060128581946
1462,Others,Dadra & Nagar Haveli & Daman & Diu,2021,2,27481,0.0796564577934688
1463,Vivo,Dadra & Nagar Haveli & Daman & Diu,2021,3,95723,0.2574070787417243
1464,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2021,3,82367,0.2214916880448754
1465,Samsung,Dadra & Nagar Haveli & Daman & Diu,2021,3,59023,0.1587177377283703
1466,Oppo,Dadra & Nagar Haveli & Daman & Diu,2021,3,46708,0.1256016822902381
1467,Realme,Dadra & Nagar Haveli & Daman & Diu,2021,3,32929,0.0885488095430172
1468,Apple,Dadra & Nagar Haveli & Daman & Diu,2021,3,6802,0.0182911416232379
1469,Tecno,Dadra & Nagar Haveli & Daman & Diu,2021,3,5777,0.0155348316903037
1470,Motorola,Dadra & Nagar Haveli & Daman & Diu,2021,3,4807,0.0129264213147463
1471,Huawei,Dadra & Nagar Haveli & Daman & Diu,2021,3,4785,0.0128672614917956
1472,Infinix,Dadra & Nagar Haveli & Daman & Diu,2021,3,4734,0.0127301182658642
1473,Others,Dadra & Nagar Haveli & Daman & Diu,2021,3,28219,0.0758832292658266
1474,Vivo,Dadra & Nagar Haveli & Daman & Diu,2021,4,104203,0.2611846211302802
1475,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2021,4,85964,0.2154686023515965
1476,Samsung,Dadra & Nagar Haveli & Daman & Diu,2021,4,61231,0.1534753849354451
1477,Oppo,Dadra & Nagar Haveli & Daman & Diu,2021,4,50155,0.1257134120206635
1478,Realme,Dadra & Nagar Haveli & Daman & Diu,2021,4,39211,0.0982822968545955
1479,Apple,Dadra & Nagar Haveli & Daman & Diu,2021,4,7542,0.0189040086424054
1480,Tecno,Dadra & Nagar Haveli & Daman & Diu,2021,4,6955,0.0174326942598687
1481,Infinix,Dadra & Nagar Haveli & Daman & Diu,2021,4,6018,0.0150841055436218
1482,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2021,4,5332,0.0133646478495499
1483,Motorola,Dadra & Nagar Haveli & Daman & Diu,2021,4,4828,0.0121013728090073
1484,Others,Dadra & Nagar Haveli & Daman & Diu,2021,4,27524,0.0689888536029657
1485,Vivo,Dadra & Nagar Haveli & Daman & Diu,2022,1,111699,0.2630873589749629
1486,Xiaomi,Dadra & Nagar Haveli & Daman & Diu,2022,1,89446,0.2106743293214311
1487,Samsung,Dadra & Nagar Haveli & Daman & Diu,2022,1,63414,0.1493605294768825
1488,Oppo,Dadra & Nagar Haveli & Daman & Diu,2022,1,53652,0.1263678545351767
1489,Realme,Dadra & Nagar Haveli & Daman & Diu,2022,1,44772,0.105452575547024
1490,Apple,Dadra & Nagar Haveli & Daman & Diu,2022,1,8300,0.0195491909461337
1491,Tecno,Dadra & Nagar Haveli & Daman & Diu,2022,1,8287,0.0195185717313988
1492,Infinix,Dadra & Nagar Haveli & Daman & Diu,2022,1,6909,0.0162729349694985
1493,OnePlus,Dadra & Nagar Haveli & Daman & Diu,2022,1,5945,0.0140024024306945
1494,Motorola,Dadra & Nagar Haveli & Daman & Diu,2022,1,4850,0.0114233224203311
1495,Others,Dadra & Nagar Haveli & Daman & Diu,2022,1,27296,0.0642909296464658
1496,Xiaomi,Delhi,2018,1,529823,0.25386555580152
1497,Samsung,Delhi,2018,1,407203,0.1951119825282148
1498,Vivo,Delhi,2018,1,223992,0.1073261326425883
1499,Oppo,Delhi,2018,1,186309,0.0892702616455408
1500,Apple,Delhi,2018,1,138507,0.0663658552712908
1501,Realme,Delhi,2018,1,88082,0.0422046341629364
1502,OnePlus,Delhi,2018,1,86368,0.0413833682634874
1503,Motorola,Delhi,2018,1,83639,0.0400757634562548
1504,Lenovo,Delhi,2018,1,52568,0.0251880430584823
1505,Huawei,Delhi,2018,1,37398,0.0179193127815614
1506,Others,Delhi,2018,1,253133,0.1212890903881224
1507,Xiaomi,Delhi,2018,2,708839,0.2571853181676845
1508,Samsung,Delhi,2018,2,532749,0.193295263195896
1509,Vivo,Delhi,2018,2,313719,0.1138254537775824
1510,Oppo,Delhi,2018,2,254431,0.0923142175962695
1511,Apple,Delhi,2018,2,176650,0.0640932376101222
1512,Realme,Delhi,2018,2,113976,0.0413534721191695
1513,Motorola,Delhi,2018,2,107679,0.0390687559163337
1514,OnePlus,Delhi,2018,2,106333,0.0385803919320528
1515,Lenovo,Delhi,2018,2,66497,0.0241268498237209
1516,Huawei,Delhi,2018,2,50115,0.018183032000177
1517,Others,Delhi,2018,2,325153,0.1179740078609911
1518,Xiaomi,Delhi,2018,3,908753,0.2592799075354552
1519,Samsung,Delhi,2018,3,673829,0.1922528132668704
1520,Vivo,Delhi,2018,3,424455,0.1211029324282414
1521,Oppo,Delhi,2018,3,332529,0.094875162307973
1522,Apple,Delhi,2018,3,218858,0.0624432403561745
1523,Realme,Delhi,2018,3,140759,0.0401605062154217
1524,Motorola,Delhi,2018,3,133126,0.0379827048390101
1525,OnePlus,Delhi,2018,3,126799,0.0361775234806247
1526,Lenovo,Delhi,2018,3,80056,0.022841093539893
1527,Huawei,Delhi,2018,3,63709,0.0181770664076776
1528,Others,Delhi,2018,3,402038,0.114707049622658
1529,Xiaomi,Delhi,2018,4,1206379,0.260539406299315
1530,Samsung,Delhi,2018,4,892643,0.1927824317708111
1531,Vivo,Delhi,2018,4,605041,0.130669568126388
1532,Oppo,Delhi,2018,4,464753,0.1003718323145757
1533,Apple,Delhi,2018,4,279775,0.0604224811584011
1534,Realme,Delhi,2018,4,181855,0.0392748827131124
1535,Motorola,Delhi,2018,4,165627,0.0357701520393977
1536,OnePlus,Delhi,2018,4,155837,0.0336558241311116
1537,Lenovo,Delhi,2018,4,98258,0.0212205956703142
1538,Huawei,Delhi,2018,4,84942,0.0183447641660509
1539,Others,Delhi,2018,4,495203,0.1069480616105218
1540,Xiaomi,Delhi,2019,1,1428603,0.2597808106286242
1541,Samsung,Delhi,2019,1,1061515,0.1930285931042032
1542,Vivo,Delhi,2019,1,755967,0.1374669660279932
1543,Oppo,Delhi,2019,1,576484,0.1048293198561334
1544,Apple,Delhi,2019,1,324092,0.0589337152996683
1545,Realme,Delhi,2019,1,213758,0.0388702995292278
1546,Motorola,Delhi,2019,1,186450,0.0339045432087899
1547,OnePlus,Delhi,2019,1,175334,0.0318831814372216
1548,Lenovo,Delhi,2019,1,109111,0.0198410223333563
1549,Huawei,Delhi,2019,1,102139,0.0185732160836824
1550,Others,Delhi,2019,1,565810,0.1028883324910992
1551,Xiaomi,Delhi,2019,2,1597465,0.2590995820579461
1552,Samsung,Delhi,2019,2,1188974,0.1928447048778937
1553,Vivo,Delhi,2019,2,879650,0.142674141441141
1554,Oppo,Delhi,2019,2,664693,0.1078093595145073
1555,Apple,Delhi,2019,2,360575,0.0584831791623252
1556,Realme,Delhi,2019,2,240746,0.0390476085436127
1557,Motorola,Delhi,2019,2,200193,0.0324701465327418
1558,OnePlus,Delhi,2019,2,191881,0.031121988215617
1559,Lenovo,Delhi,2019,2,115488,0.0187314855303296
1560,Huawei,Delhi,2019,2,114662,0.0185975131085364
1561,Others,Delhi,2019,2,611121,0.0991202910153487
1562,Xiaomi,Delhi,2019,3,1749719,0.2579836650946303
1563,Samsung,Delhi,2019,3,1305636,0.1925067742646063
1564,Vivo,Delhi,2019,3,1001823,0.147711700745147
1565,Oppo,Delhi,2019,3,749989,0.1105805623649607
1566,Apple,Delhi,2019,3,392389,0.0578549769207609
1567,Realme,Delhi,2019,3,269723,0.0397687446386071
1568,Motorola,Delhi,2019,3,210710,0.0310676960541032
1569,OnePlus,Delhi,2019,3,206752,0.0304841170071565
1570,Huawei,Delhi,2019,3,125962,0.0185722041211473
1571,Lenovo,Delhi,2019,3,119861,0.0176726549131074
1572,Others,Delhi,2019,3,649722,0.0957969038757728
1573,Xiaomi,Delhi,2019,4,1872284,0.2568332029471529
1574,Samsung,Delhi,2019,4,1394404,0.1912793387767677
1575,Vivo,Delhi,2019,4,1114120,0.15283098507891
1576,Oppo,Delhi,2019,4,825921,0.1132968800733839
1577,Apple,Delhi,2019,4,414754,0.0568944659331295
1578,Realme,Delhi,2019,4,300540,0.0412269991164467
1579,Motorola,Delhi,2019,4,217242,0.029800478279281
1580,OnePlus,Delhi,2019,4,216727,0.0297298324266658
1581,Huawei,Delhi,2019,4,134371,0.0184325317704001
1582,Lenovo,Delhi,2019,4,121793,0.0167071268496353
1583,Others,Delhi,2019,4,677727,0.0929681587482268
1584,Xiaomi,Delhi,2020,1,1998766,0.255394286650336
1585,Samsung,Delhi,2020,1,1484289,0.1896564832191165
1586,Vivo,Delhi,2020,1,1238728,0.1582796855228663
1587,Oppo,Delhi,2020,1,909331,0.1161906606746546
1588,Apple,Delhi,2020,1,436979,0.0558354204475047
1589,Realme,Delhi,2020,1,333567,0.0426218506894216
1590,OnePlus,Delhi,2020,1,225852,0.0288584608846416
1591,Motorola,Delhi,2020,1,223909,0.0286101921533536
1592,Huawei,Delhi,2020,1,142660,0.018228521464512
1593,Lenovo,Delhi,2020,1,124278,0.0158797433798305
1594,Others,Delhi,2020,1,707838,0.090444694913762
1595,Xiaomi,Delhi,2020,2,2125586,0.2533131676164583
1596,Samsung,Delhi,2020,2,1585854,0.1889915063974032
1597,Vivo,Delhi,2020,2,1364186,0.16257459207862
1598,Oppo,Delhi,2020,2,1002444,0.119464592351527
1599,Apple,Delhi,2020,2,458450,0.0546350143883923
1600,Realme,Delhi,2020,2,366179,0.0436387718043998
1601,OnePlus,Delhi,2020,2,233802,0.0278629635380846
1602,Motorola,Delhi,2020,2,231246,0.0275583564996361
1603,Huawei,Delhi,2020,2,150807,0.0179721727884617
1604,Lenovo,Delhi,2020,2,127388,0.0151812525093434
1605,Others,Delhi,2020,2,745197,0.0888076100276732
1606,Xiaomi,Delhi,2020,3,2264717,0.2504061730789346
1607,Samsung,Delhi,2020,3,1707446,0.1887896009077224
1608,Vivo,Delhi,2020,3,1516602,0.1676882819813064
1609,Oppo,Delhi,2020,3,1106202,0.1223110037467213
1610,Apple,Delhi,2020,3,485868,0.0537216555099448
1611,Realme,Delhi,2020,3,406930,0.0449936058284592
1612,OnePlus,Delhi,2020,3,244532,0.0270375160849404
1613,Motorola,Delhi,2020,3,238737,0.0263967721098687
1614,Huawei,Delhi,2020,3,159503,0.0176359941770249
1615,Lenovo,Delhi,2020,3,131036,0.0144884430573759
1616,Others,Delhi,2020,3,782601,0.086530953517701
1617,Xiaomi,Delhi,2020,4,2416705,0.2479188483179263
1618,Samsung,Delhi,2020,4,1842707,0.189034986573612
1619,Vivo,Delhi,2020,4,1673743,0.1717017331201743
1620,Oppo,Delhi,2020,4,1209582,0.1240855530096118
1621,Apple,Delhi,2020,4,518592,0.0532000105047534
1622,Realme,Delhi,2020,4,452392,0.0464088515678344
1623,OnePlus,Delhi,2020,4,256533,0.0263165615644204
1624,Motorola,Delhi,2020,4,246834,0.025321584970324
1625,Huawei,Delhi,2020,4,168898,0.0173264828115972
1626,Lenovo,Delhi,2020,4,134947,0.0138436030975891
1627,Others,Delhi,2020,4,827035,0.0848417844621566
1628,Xiaomi,Delhi,2021,1,2575350,0.2460397756422198
1629,Samsung,Delhi,2021,1,1963994,0.1876329986691773
1630,Vivo,Delhi,2021,1,1839180,0.1757087132101104
1631,Oppo,Delhi,2021,1,1318743,0.1259880139979994
1632,Apple,Delhi,2021,1,555462,0.0530668630895912
1633,Realme,Delhi,2021,1,511070,0.0488258093608516
1634,OnePlus,Delhi,2021,1,269742,0.0257701909104718
1635,Motorola,Delhi,2021,1,253270,0.0241965146395266
1636,Huawei,Delhi,2021,1,175712,0.0167868992787954
1637,Lenovo,Delhi,2021,1,137068,0.013094989018086
1638,Others,Delhi,2021,1,867619,0.0828892321831701
1639,Xiaomi,Delhi,2021,2,2731995,0.2443055115764092
1640,Samsung,Delhi,2021,2,2070161,0.1851217671154343
1641,Vivo,Delhi,2021,2,2011494,0.1798755380968404
1642,Oppo,Delhi,2021,2,1432860,0.1281318579709603
1643,Realme,Delhi,2021,2,596308,0.0533241572539867
1644,Apple,Delhi,2021,2,591905,0.0529304240416378
1645,OnePlus,Delhi,2021,2,291216,0.0260416559544346
1646,Motorola,Delhi,2021,2,252565,0.0225853347210722
1647,Huawei,Delhi,2021,2,176234,0.0157595228128737
1648,Lenovo,Delhi,2021,2,134680,0.0120436041424346
1649,Others,Delhi,2021,2,893281,0.0798806263139158
1650,Xiaomi,Delhi,2021,3,2897206,0.2418356634411127
1651,Vivo,Delhi,2021,3,2220413,0.1853423784736989
1652,Samsung,Delhi,2021,3,2149622,0.179433310064114
1653,Oppo,Delhi,2021,3,1566918,0.1307938248394561
1654,Realme,Delhi,2021,3,707377,0.0590461935043569
1655,Apple,Delhi,2021,3,631640,0.0527242724390134
1656,OnePlus,Delhi,2021,3,331920,0.0277060358874633
1657,Motorola,Delhi,2021,3,250528,0.0209120804977537
1658,Huawei,Delhi,2021,3,172290,0.0143813958877171
1659,Tecno,Delhi,2021,3,148235,0.0123734762285434
1660,Others,Delhi,2021,3,903912,0.0754513687367702
1661,Xiaomi,Delhi,2021,4,3028207,0.2368538849868288
1662,Vivo,Delhi,2021,4,2413197,0.1887503346662102
1663,Samsung,Delhi,2021,4,2238115,0.1750561414055566
1664,Oppo,Delhi,2021,4,1697646,0.1327828812337961
1665,Realme,Delhi,2021,4,840595,0.0657478803300115
1666,Apple,Delhi,2021,4,705541,0.0551845124416832
1667,OnePlus,Delhi,2021,4,369158,0.028874019006616
1668,Motorola,Delhi,2021,4,250976,0.0196303094994676
1669,Tecno,Delhi,2021,4,176336,0.0137922759781737
1670,Huawei,Delhi,2021,4,166930,0.0130565773808895
1671,Others,Delhi,2021,4,898426,0.0702711830707665
1672,Xiaomi,Delhi,2022,1,3155264,0.2330466127348616
1673,Vivo,Delhi,2022,1,2586749,0.1910563085831456
1674,Samsung,Delhi,2022,1,2320460,0.1713883031615538
1675,Oppo,Delhi,2022,1,1817979,0.1342752454226052
1676,Realme,Delhi,2022,1,964540,0.0712405617556196
1677,Apple,Delhi,2022,1,761100,0.0562145598442802
1678,OnePlus,Delhi,2022,1,404741,0.0298940180868924
1679,Motorola,Delhi,2022,1,252427,0.0186441633133781
1680,Tecno,Delhi,2022,1,206904,0.0152818516489567
1681,Huawei,Delhi,2022,1,164421,0.0121440732415666
1682,Others,Delhi,2022,1,904612,0.0668143022071397
1683,Xiaomi,Goa,2018,1,23388,0.2543943612948138
1684,Samsung,Goa,2018,1,19288,0.2097981204316046
1685,Vivo,Goa,2018,1,8719,0.0948377131917855
1686,Oppo,Goa,2018,1,6969,0.0758027323355377
1687,Apple,Goa,2018,1,5957,0.0647950748346676
1688,OnePlus,Goa,2018,1,5457,0.0593565088757396
1689,Motorola,Goa,2018,1,4236,0.0460755308040375
1690,Realme,Goa,2018,1,4094,0.044530978071702
1691,Lenovo,Goa,2018,1,2542,0.0276496693351896
1692,Huawei,Goa,2018,1,1595,0.0173490254089801
1693,Others,Goa,2018,1,9691,0.1054102854159415
1694,Xiaomi,Goa,2018,2,31481,0.2576734820829309
1695,Samsung,Goa,2018,2,25483,0.2085795668472833
1696,Vivo,Goa,2018,2,12317,0.1008152307364905
1697,Oppo,Goa,2018,2,9547,0.0781426490087907
1698,Apple,Goa,2018,2,7433,0.0608394584772537
1699,OnePlus,Goa,2018,2,6696,0.0548070784291256
1700,Motorola,Goa,2018,2,5508,0.0450832419336356
1701,Realme,Goa,2018,2,5427,0.0444202530816704
1702,Lenovo,Goa,2018,2,3352,0.0274362794047833
1703,Huawei,Goa,2018,2,2237,0.0183099513808175
1704,Others,Goa,2018,2,12693,0.103892808617218
1705,Xiaomi,Goa,2018,3,39803,0.2587937738130844
1706,Samsung,Goa,2018,3,32023,0.2082092560564882
1707,Vivo,Goa,2018,3,16778,0.1090883083444948
1708,Oppo,Goa,2018,3,12470,0.0810782694633359
1709,Apple,Goa,2018,3,8815,0.0573139491033926
1710,OnePlus,Goa,2018,3,7931,0.0515662995279645
1711,Realme,Goa,2018,3,6878,0.044719834592528
1712,Motorola,Goa,2018,3,6674,0.0433934539212754
1713,Lenovo,Goa,2018,3,3860,0.0250972028972315
1714,Huawei,Goa,2018,3,3053,0.0198501970065408
1715,Others,Goa,2018,3,15517,0.1008894552736635
1716,Xiaomi,Goa,2018,4,50867,0.2603890453033017
1717,Samsung,Goa,2018,4,40683,0.2082569746608651
1718,Vivo,Goa,2018,4,22715,0.1162784745328896
1719,Oppo,Goa,2018,4,16672,0.0853442539032505
1720,Apple,Goa,2018,4,10884,0.0557153826465318
1721,OnePlus,Goa,2018,4,9442,0.0483337599180957
1722,Realme,Goa,2018,4,8708,0.0445764013309444
1723,Motorola,Goa,2018,4,8176,0.0418530842078321
1724,Lenovo,Goa,2018,4,4769,0.0244125927821858
1725,Huawei,Goa,2018,4,3965,0.020296902994625
1726,Others,Goa,2018,4,18469,0.0945431277194778
1727,Xiaomi,Goa,2019,1,62065,0.2606108703685041
1728,Samsung,Goa,2019,1,49562,0.2081107863885249
1729,Vivo,Goa,2019,1,29218,0.1226863515737848
1730,Oppo,Goa,2019,1,20988,0.0881285901441096
1731,Apple,Goa,2019,1,12909,0.0542048775571903
1732,OnePlus,Goa,2019,1,10892,0.0457354966575968
1733,Realme,Goa,2019,1,10545,0.0442784440189458
1734,Motorola,Goa,2019,1,9355,0.0392816352581544
1735,Lenovo,Goa,2019,1,5440,0.0228425543350465
1736,Huawei,Goa,2019,1,5049,0.021200745742215
1737,Others,Goa,2019,1,22129,0.0929196479559273
1738,Xiaomi,Goa,2019,2,72286,0.2591453359145336
1739,Samsung,Goa,2019,2,58572,0.2099806409980641
1740,Vivo,Goa,2019,2,35425,0.1269986376998637
1741,Oppo,Goa,2019,2,25325,0.0907901340790134
1742,Apple,Goa,2019,2,14770,0.0529504552950455
1743,Realme,Goa,2019,2,12215,0.0437907793790779
1744,OnePlus,Goa,2019,2,12033,0.0431383093138309
1745,Motorola,Goa,2019,2,10716,0.0384168638416863
1746,Lenovo,Goa,2019,2,6125,0.0219581271958127
1747,Huawei,Goa,2019,2,5990,0.0214741521474152
1748,Others,Goa,2019,2,25483,0.0913565641356564
1749,Xiaomi,Goa,2019,3,81621,0.2573220174404307
1750,Samsung,Goa,2019,3,66756,0.2104579531769201
1751,Vivo,Goa,2019,3,41691,0.131436912425834
1752,Oppo,Goa,2019,3,29561,0.0931953315636487
1753,Apple,Goa,2019,3,16481,0.0519587381854637
1754,Realme,Goa,2019,3,14157,0.0446319917779024
1755,OnePlus,Goa,2019,3,13220,0.0416779636437007
1756,Motorola,Goa,2019,3,11738,0.0370057441187412
1757,Huawei,Goa,2019,3,6882,0.0216965011948523
1758,Lenovo,Goa,2019,3,6410,0.0202084528711135
1759,Others,Goa,2019,3,28677,0.0904083936013922
1760,Xiaomi,Goa,2019,4,90791,0.2568010951898762
1761,Samsung,Goa,2019,4,74339,0.2102668393928937
1762,Vivo,Goa,2019,4,48072,0.1359709910450125
1763,Oppo,Goa,2019,4,34061,0.0963410701860578
1764,Apple,Goa,2019,4,17817,0.0503951395292267
1765,Realme,Goa,2019,4,16393,0.0463673751081896
1766,OnePlus,Goa,2019,4,14159,0.0400485368240625
1767,Motorola,Goa,2019,4,12521,0.0354154763453694
1768,Huawei,Goa,2019,4,7674,0.0217058034880892
1769,Lenovo,Goa,2019,4,6696,0.0189395439348769
1770,Others,Goa,2019,4,31023,0.0877481289563451
1771,Xiaomi,Goa,2020,1,100364,0.2560959428425619
1772,Samsung,Goa,2020,1,82358,0.2101505486093391
1773,Vivo,Goa,2020,1,54965,0.1402526154631283
1774,Oppo,Goa,2020,1,38778,0.0989487114059709
1775,Apple,Goa,2020,1,19244,0.0491043633579994
1776,Realme,Goa,2020,1,18803,0.0479790762949732
1777,OnePlus,Goa,2020,1,14926,0.0380862464914519
1778,Motorola,Goa,2020,1,13118,0.0334728247001786
1779,Huawei,Goa,2020,1,8459,0.0215845879050778
1780,Lenovo,Goa,2020,1,7167,0.0182878285276856
1781,Others,Goa,2020,1,33718,0.086037254401633
1782,Xiaomi,Goa,2020,2,109624,0.2545612450335431
1783,Samsung,Goa,2020,2,90927,0.2111443691816115
1784,Vivo,Goa,2020,2,61868,0.1436655760393276
1785,Oppo,Goa,2020,2,43887,0.1019113456979047
1786,Realme,Goa,2020,2,21236,0.0493127654485543
1787,Apple,Goa,2020,2,20388,0.047343598698678
1788,OnePlus,Goa,2020,2,15482,0.0359512259688509
1789,Motorola,Goa,2020,2,13908,0.0322961924024531
1790,Huawei,Goa,2020,2,9221,0.021412366274304
1791,Lenovo,Goa,2020,2,7481,0.0173718590280954
1792,Others,Goa,2020,2,36617,0.0850294562266771
1793,Xiaomi,Goa,2020,3,119983,0.2526159987535845
1794,Samsung,Goa,2020,3,101577,0.2138634248634627
1795,Vivo,Goa,2020,3,69991,0.1473612625852173
1796,Oppo,Goa,2020,3,49411,0.1040314804131699
1797,Realme,Goa,2020,3,24328,0.0512209397804455
1798,Apple,Goa,2020,3,21967,0.0462500157907369
1799,OnePlus,Goa,2020,3,16389,0.0345059183682062
1800,Motorola,Goa,2020,3,14656,0.0308572054185387
1801,Huawei,Goa,2020,3,9964,0.0209785203868941
1802,Lenovo,Goa,2020,3,7790,0.0164013121049683
1803,Others,Goa,2020,3,38906,0.0819139215347754
1804,Xiaomi,Goa,2020,4,132099,0.2503847728513374
1805,Samsung,Goa,2020,4,114296,0.2166403833323224
1806,Vivo,Goa,2020,4,78921,0.1495894492630557
1807,Oppo,Goa,2020,4,55468,0.1051358646206101
1808,Realme,Goa,2020,4,28000,0.0530721174258506
1809,Apple,Goa,2020,4,24214,0.0458960089767695
1810,OnePlus,Goa,2020,4,17571,0.0333046491174865
1811,Motorola,Goa,2020,4,15500,0.0293792078607387
1812,Huawei,Goa,2020,4,10821,0.020510477952326
1813,Lenovo,Goa,2020,4,8172,0.0154894765572875
