,brand,state,year,quarter,count,percentage
3818,Samsung,Maharashtra,2019,4,5262077,0.2216050193012957
3819,Vivo,Maharashtra,2019,4,3869506,0.1629588377016299
3820,Oppo,Maharashtra,2019,4,2994940,0.1261277127845568
3821,Realme,Maharashtra,2019,4,901700,0.0379738354083337
3822,Apple,Maharashtra,2019,4,765131,0.0322224228233489
3823,OnePlus,Maharashtra,2019,4,681386,0.0286956191788209
3824,Motorola,Maharashtra,2019,4,672128,0.028305731446526
3825,Lenovo,Maharashtra,2019,4,367641,0.0154826869505991
3826,Huawei,Maharashtra,2019,4,311865,0.0131337586554508
3827,Others,Maharashtra,2019,4,1815066,0.0764389681038733
3828,Xiaomi,Maharashtra,2020,1,6677147,0.2551607874997277
3829,Samsung,Maharashtra,2020,1,5772343,0.2205845678698613
3830,Vivo,Maharashtra,2020,1,4396537,0.1680094572115441
3831,Oppo,Maharashtra,2020,1,3377366,0.1290628120415509
3832,Realme,Maharashtra,2020,1,1031169,0.0394051372667558
3833,Apple,Maharashtra,2020,1,815679,0.0311703929817615
3834,OnePlus,Maharashtra,2020,1,715746,0.0273515489489418
3835,Motorola,Maharashtra,2020,1,704678,0.0269285959128551
3836,Lenovo,Maharashtra,2020,1,387278,0.0147994584305721
3837,Huawei,Maharashtra,2020,1,338054,0.0129184103416373
3838,Others,Maharashtra,2020,1,1952393,0.074608831494792
3839,Xiaomi,Maharashtra,2020,2,7291300,0.253477427461889
3840,Samsung,Maharashtra,2020,2,6335245,0.2202407807854285
3841,Vivo,Maharashtra,2020,2,4942835,0.1718345288451423
3842,Oppo,Maharashtra,2020,2,3797269,0.1320096522569061
3843,Realme,Maharashtra,2020,2,1160245,0.0403351827281169
3844,Apple,Maharashtra,2020,2,858658,0.0298507016457381
3845,OnePlus,Maharashtra,2020,2,742365,0.0258078491404475
3846,Motorola,Maharashtra,2020,2,742088,0.025798219410851
3847,Lenovo,Maharashtra,2020,2,406197,0.0141211814906445
3848,Huawei,Maharashtra,2020,2,362725,0.0126099049382296
3849,Others,Maharashtra,2020,2,2126159,0.0739145712966058
3850,Xiaomi,Maharashtra,2020,3,7895486,0.2513724424826326
3851,Samsung,Maharashtra,2020,3,6914730,0.2201476348901048
3852,Vivo,Maharashtra,2020,3,5536849,0.1762793647898966
3853,Oppo,Maharashtra,2020,3,4210793,0.1340610725164697
3854,Realme,Maharashtra,2020,3,1316605,0.0419173961722997
3855,Apple,Maharashtra,2020,3,911356,0.0290152859103546
3856,OnePlus,Maharashtra,2020,3,778193,0.0247757104670804
3857,Motorola,Maharashtra,2020,3,776080,0.0247084378544805
3858,Lenovo,Maharashtra,2020,3,423666,0.0134884612824146
3859,Huawei,Maharashtra,2020,3,386542,0.012306526369893
3860,Others,Maharashtra,2020,3,2259213,0.071927667264373
3861,Xiaomi,Maharashtra,2020,4,8584570,0.2493149594058031
3862,Samsung,Maharashtra,2020,4,7578573,0.2200985745178752
3863,Vivo,Maharashtra,2020,4,6188503,0.1797278575662719
3864,Oppo,Maharashtra,2020,4,4665421,0.135494177020629
3865,Realme,Maharashtra,2020,4,1504255,0.0436869026941333
3866,Apple,Maharashtra,2020,4,983306,0.0285573879033524
3867,OnePlus,Maharashtra,2020,4,822805,0.0238960827594034
3868,Motorola,Maharashtra,2020,4,813317,0.0236205301883553
3869,Lenovo,Maharashtra,2020,4,444638,0.0129132740393843
3870,Huawei,Maharashtra,2020,4,413761,0.0120165374525112
3871,Others,Maharashtra,2020,4,2433482,0.0706737164522803
3872,Xiaomi,Maharashtra,2021,1,9195320,0.2480024495693983
3873,Samsung,Maharashtra,2021,1,8088910,0.2181620100601612
3874,Vivo,Maharashtra,2021,1,6831786,0.184256737441864
3875,Oppo,Maharashtra,2021,1,5069410,0.1367245618283652
3876,Realme,Maharashtra,2021,1,1696339,0.0457511241914477
3877,Apple,Maharashtra,2021,1,1054581,0.0284425850616776
3878,OnePlus,Maharashtra,2021,1,870022,0.0234649351169145
3879,Motorola,Maharashtra,2021,1,832101,0.0224421864915137
3880,Lenovo,Maharashtra,2021,1,447713,0.0120750469482371
3881,Huawei,Maharashtra,2021,1,431846,0.0116471059013439
3882,Others,Maharashtra,2021,1,2559509,0.0690312573890763
3883,Xiaomi,Maharashtra,2021,2,9764252,0.2461698371224164
3884,Samsung,Maharashtra,2021,2,8511194,0.2145785709645027
3885,Vivo,Maharashtra,2021,2,7509629,0.1893277793096465
3886,Oppo,Maharashtra,2021,2,5487836,0.1383556768377683
3887,Realme,Maharashtra,2021,2,2003392,0.0505081886797219
3888,Apple,Maharashtra,2021,2,1131848,0.0285354001317594
3889,OnePlus,Maharashtra,2021,2,949407,0.0239358187962459
3890,Motorola,Maharashtra,2021,2,820661,0.0206899601426427
3891,Lenovo,Maharashtra,2021,2,430496,0.0108533792656981
3892,Huawei,Maharashtra,2021,2,429331,0.0108240080593581
3893,Others,Maharashtra,2021,2,2626651,0.0662213806902394
3894,Xiaomi,Maharashtra,2021,3,10369008,0.2435113115719543
3895,Samsung,Maharashtra,2021,3,8810154,0.2069023532136246
3896,Vivo,Maharashtra,2021,3,8354641,0.1962048430884443
3897,Oppo,Maharashtra,2021,3,6005730,0.1410417649641155
3898,Realme,Maharashtra,2021,3,2373088,0.055730863681045
3899,Apple,Maharashtra,2021,3,1219480,0.0286389184226463
3900,OnePlus,Maharashtra,2021,3,1108387,0.0260299511871631
3901,Motorola,Maharashtra,2021,3,801994,0.0188344546375929
3902,Huawei,Maharashtra,2021,3,436025,0.0102398435441617
3903,Tecno,Maharashtra,2021,3,422485,0.0099218629660115
3904,Others,Maharashtra,2021,3,2680225,0.0629438327232403
3905,Xiaomi,Maharashtra,2021,4,10876133,0.2391278308191725
3906,Vivo,Maharashtra,2021,4,9147706,0.2011258130763507
3907,Samsung,Maharashtra,2021,4,9133368,0.2008105709918446
3908,Oppo,Maharashtra,2021,4,6511923,0.1431742349465088
3909,Realme,Maharashtra,2021,4,2837580,0.0623883829092442
3910,Apple,Maharashtra,2021,4,1382079,0.0303870459556472
3911,OnePlus,Maharashtra,2021,4,1264294,0.0277973689488437
3912,Motorola,Maharashtra,2021,4,794353,0.017465022705653
3913,Tecno,Maharashtra,2021,4,485180,0.010667398142046
3914,Huawei,Maharashtra,2021,4,420624,0.0092480392351292
3915,Others,Maharashtra,2021,4,2629266,0.0578082922695596
3916,Xiaomi,Maharashtra,2022,1,11340940,0.2351544125224482
3917,Vivo,Maharashtra,2022,1,9873983,0.2047370563305723
3918,Samsung,Maharashtra,2022,1,9447206,0.1958878344218863
3919,Oppo,Maharashtra,2022,1,7009300,0.1453378488638152
3920,Realme,Maharashtra,2022,1,3235912,0.0670966414895361
3921,Apple,Maharashtra,2022,1,1510802,0.03132648235047
3922,OnePlus,Maharashtra,2022,1,1396866,0.0289640191732415
3923,Motorola,Maharashtra,2022,1,788109,0.0163414416175955
3924,Tecno,Maharashtra,2022,1,572060,0.0118616651906801
3925,Huawei,Maharashtra,2022,1,416025,0.0086262791681863
3926,Others,Maharashtra,2022,1,2636427,0.054666318871568
3927,Xiaomi,Manipur,2018,1,12453,0.416140350877193
3928,Samsung,Manipur,2018,1,5612,0.1875355054302422
3929,Vivo,Manipur,2018,1,2289,0.0764912280701754
3930,Oppo,Manipur,2018,1,2039,0.0681370091896407
3931,Realme,Manipur,2018,1,980,0.0327485380116959
3932,Apple,Manipur,2018,1,918,0.0306766917293233
3933,OnePlus,Manipur,2018,1,554,0.0185129490392648
3934,Lyf,Manipur,2018,1,545,0.0182121971595655
3935,Lenovo,Manipur,2018,1,478,0.0159732664995822
3936,Motorola,Manipur,2018,1,430,0.0143692564745196
3937,Others,Manipur,2018,1,3627,0.1212030075187969
3938,Xiaomi,Manipur,2018,2,19879,0.4316360872869395
3939,Samsung,Manipur,2018,2,8477,0.1840625339268266
3940,Vivo,Manipur,2018,2,3889,0.0844425143849744
3941,Oppo,Manipur,2018,2,3211,0.0697209857778742
3942,Realme,Manipur,2018,2,1474,0.0320052111605688
3943,Apple,Manipur,2018,2,1280,0.0277928563673868
3944,OnePlus,Manipur,2018,2,779,0.0169145586798393
3945,Lyf,Manipur,2018,2,726,0.0157637607208772
3946,Lenovo,Manipur,2018,2,671,0.014569536423841
3947,Motorola,Manipur,2018,2,611,0.0132667462816198
3948,Others,Manipur,2018,2,5058,0.1098252089892519
3949,Xiaomi,Manipur,2018,3,26950,0.4351336078146444
3950,Samsung,Manipur,2018,3,11353,0.1833050779042544
3951,Vivo,Manipur,2018,3,5709,0.0921772826350205
3952,Oppo,Manipur,2018,3,4448,0.0718172277387583
3953,Realme,Manipur,2018,3,1932,0.0311939937030758
3954,Apple,Manipur,2018,3,1676,0.0270606280778235
3955,OnePlus,Manipur,2018,3,1022,0.0165011705820618
3956,Motorola,Manipur,2018,3,866,0.0139824009041737
3957,Micromax,Manipur,2018,3,817,0.0131912488899652
3958,Gionee,Manipur,2018,3,816,0.0131751029304916
3959,Others,Manipur,2018,3,6346,0.1024622588197303
3960,Xiaomi,Manipur,2018,4,36506,0.442020123745293
3961,Samsung,Manipur,2018,4,15215,0.184225502185521
3962,Vivo,Manipur,2018,4,7945,0.0961992517163302
3963,Oppo,Manipur,2018,4,6107,0.0739444720241194
3964,Realme,Manipur,2018,4,2561,0.0310089721391468
3965,Apple,Manipur,2018,4,2195,0.0265773892406979
3966,OnePlus,Manipur,2018,4,1217,0.0147356185448425
3967,Motorola,Manipur,2018,4,1091,0.0132099916453765
3968,Huawei,Manipur,2018,4,1063,0.0128709634454951
3969,Lenovo,Manipur,2018,4,1045,0.0126530167455714
3970,Others,Manipur,2018,4,7644,0.0925546985676058
3971,Xiaomi,Manipur,2019,1,44328,0.4453866789916304
3972,Samsung,Manipur,2019,1,18143,0.1822922423061078
3973,Vivo,Manipur,2019,1,9987,0.1003446301003747
3974,Oppo,Manipur,2019,1,7606,0.076421473569986
3975,Realme,Manipur,2019,1,3053,0.0306750931907924
3976,Apple,Manipur,2019,1,2686,0.0269876515920303
3977,OnePlus,Manipur,2019,1,1419,0.0142574376802274
3978,Huawei,Manipur,2019,1,1320,0.013262732725793
3979,Motorola,Manipur,2019,1,1261,0.0126699287630492
3980,Lenovo,Manipur,2019,1,1160,0.0116551287590302
3981,Others,Manipur,2019,1,8564,0.0860470023209782
3982,Xiaomi,Manipur,2019,2,52830,0.4486738515630971
3983,Samsung,Manipur,2019,2,21344,0.1812700111255488
3984,Vivo,Manipur,2019,2,12208,0.103679923904643
3985,Oppo,Manipur,2019,2,9283,0.0788385266715924
3986,Realme,Manipur,2019,2,3549,0.0301408953094346
3987,Apple,Manipur,2019,2,3146,0.0267183028017698
3988,Huawei,Manipur,2019,2,1571,0.0133421658301273
3989,OnePlus,Manipur,2019,2,1538,0.0130619039126262
3990,Motorola,Manipur,2019,2,1419,0.0120512624525465
3991,Lenovo,Manipur,2019,2,1409,0.0119663345987583
3992,Others,Manipur,2019,2,9450,0.0802568218298555
3993,Xiaomi,Manipur,2019,3,62189,0.4562120367381672
3994,Samsung,Manipur,2019,3,24119,0.1769344757768713
3995,Vivo,Manipur,2019,3,14457,0.1060550485636315
3996,Oppo,Manipur,2019,3,10716,0.0786114616039203
3997,Realme,Manipur,2019,3,4255,0.0312142375069691
3998,Apple,Manipur,2019,3,3713,0.0272381818715337
3999,Huawei,Manipur,2019,3,1849,0.0135640717157193
4000,OnePlus,Manipur,2019,3,1718,0.012603069338889
4001,Motorola,Manipur,2019,3,1557,0.0114219900818685
4002,Gionee,Manipur,2019,3,1435,0.0105270107690953
4003,Others,Manipur,2019,3,10308,0.0756184160333343
4004,Xiaomi,Manipur,2019,4,71382,0.4594678098327733
4005,Samsung,Manipur,2019,4,27196,0.1750537468299025
4006,Vivo,Manipur,2019,4,17057,0.1097915781614078
4007,Oppo,Manipur,2019,4,12455,0.0801696726270935
4008,Realme,Manipur,2019,4,5083,0.0327179804065448
4009,Apple,Manipur,2019,4,4146,0.0266867493144865
4010,Huawei,Manipur,2019,4,2110,0.0135815342627994
4011,OnePlus,Manipur,2019,4,1880,0.0121010826606933
4012,Motorola,Manipur,2019,4,1694,0.0109038478868162
4013,Gionee,Manipur,2019,4,1532,0.0098610950192458
4014,Others,Manipur,2019,4,10823,0.0696649029982363
4015,Xiaomi,Manipur,2020,1,82065,0.4626664561886184
4016,Samsung,Manipur,2020,1,30698,0.1730693337242211
4017,Vivo,Manipur,2020,1,20017,0.1128519399686538
4018,Oppo,Manipur,2020,1,14505,0.081776359556643
4019,Realme,Manipur,2020,1,6022,0.0339508608928027
4020,Apple,Manipur,2020,1,4598,0.0259226267660423
4021,Huawei,Manipur,2020,1,2413,0.0136040231375511
4022,OnePlus,Manipur,2020,1,2036,0.0114785707037108
4023,Motorola,Manipur,2020,1,1833,0.0103340963162583
4024,Lenovo,Manipur,2020,1,1609,0.0090712280266555
4025,Others,Manipur,2020,1,11578,0.0652745047188426
4026,Xiaomi,Manipur,2020,2,101637,0.4716421650517875
4027,Samsung,Manipur,2020,2,36569,0.1696968853250176
4028,Vivo,Manipur,2020,2,24681,0.1145311281879942
4029,Oppo,Manipur,2020,2,17877,0.0829574562868916
4030,Realme,Manipur,2020,2,7575,0.0351514645283439
4031,Apple,Manipur,2020,2,5110,0.0237127371273712
4032,Huawei,Manipur,2020,2,2813,0.0130536065634628
4033,OnePlus,Manipur,2020,2,2198,0.010199725284924
4034,Motorola,Manipur,2020,2,2017,0.0093598025021346
4035,Lenovo,Manipur,2020,2,1798,0.0083435423395329
4036,Others,Manipur,2020,2,13221,0.0613514868025392
4037,Xiaomi,Manipur,2020,3,123688,0.4783669743930879
4038,Samsung,Manipur,2020,3,43350,0.1676573987770872
4039,Vivo,Manipur,2020,3,30086,0.1163584890336204
4040,Oppo,Manipur,2020,3,21723,0.0840143407989542
4041,Realme,Manipur,2020,3,9422,0.0364398618518504
4042,Apple,Manipur,2020,3,5797,0.0224200678364653
4043,Huawei,Manipur,2020,3,3222,0.0124611796738125
4044,OnePlus,Manipur,2020,3,2459,0.0095102547541604
4045,Motorola,Manipur,2020,3,2176,0.0084157439386145
4046,Lenovo,Manipur,2020,3,1996,0.0077195886495747
4047,Others,Manipur,2020,3,14644,0.0566361002927719
4048,Xiaomi,Manipur,2020,4,137767,0.4770788026539969
4049,Samsung,Manipur,2020,4,48641,0.168440846065408
4050,Vivo,Manipur,2020,4,34019,0.1178057429390661
4051,Oppo,Manipur,2020,4,24639,0.0853233693017328
4052,Realme,Manipur,2020,4,11096,0.0384247780255703
4053,Apple,Manipur,2020,4,6525,0.0225956810217057
4054,Huawei,Manipur,2020,4,3448,0.0119402158103971
4055,OnePlus,Manipur,2020,4,2688,0.0093083816990566
4056,Motorola,Manipur,2020,4,2319,0.0080305569792085
4057,Lenovo,Manipur,2020,4,2118,0.0073345061155513
4058,Others,Manipur,2020,4,15512,0.0537171193883063
4059,Xiaomi,Manipur,2021,1,149035,0.4766557498688705
4060,Samsung,Manipur,2021,1,52212,0.1669886269141709
4061,Vivo,Manipur,2021,1,37725,0.1206551357989944
4062,Oppo,Manipur,2021,1,26807,0.0857363081607327
4063,Realme,Manipur,2021,1,12487,0.0399369299064822
4064,Apple,Manipur,2021,1,7077,0.0226342318369644
4065,Huawei,Manipur,2021,1,3626,0.0115969654713625
4066,OnePlus,Manipur,2021,1,2920,0.0093389793646935
4067,Motorola,Manipur,2021,1,2347,0.0075063645784026
4068,Lenovo,Manipur,2021,1,2098,0.0067099927079202
4069,Others,Manipur,2021,1,16334,0.0522407153914055
4070,Xiaomi,Manipur,2021,2,159031,0.4741405269387524
4071,Samsung,Manipur,2021,2,55541,0.1655918594909498
4072,Vivo,Manipur,2021,2,41068,0.122441556428122
4073,Oppo,Manipur,2021,2,29009,0.0864884365058779
4074,Realme,Manipur,2021,2,14786,0.0440834920947261
4075,Apple,Manipur,2021,2,7675,0.0228825106064536
4076,Huawei,Manipur,2021,2,3685,0.0109865865257044
4077,OnePlus,Manipur,2021,2,3183,0.009489906353139
4078,Motorola,Manipur,2021,2,2290,0.0068274852493522
4079,HMD Global,Manipur,2021,2,2192,0.0065353046578952
4080,Others,Manipur,2021,2,16949,0.050532335149027
4081,Xiaomi,Manipur,2021,3,171051,0.472844430806996
4082,Samsung,Manipur,2021,3,57831,0.1598649892605093
4083,Vivo,Manipur,2021,3,45197,0.1249402209819515
4084,Oppo,Manipur,2021,3,32022,0.0885199406218123
4085,Realme,Manipur,2021,3,17435,0.0481964013722221
4086,Apple,Manipur,2021,3,8421,0.0232785716062794
4087,Huawei,Manipur,2021,3,4030,0.0111403210513367
4088,OnePlus,Manipur,2021,3,3903,0.0107892488990985
4089,Motorola,Manipur,2021,3,2266,0.0062640117871784
4090,HMD Global,Manipur,2021,3,2169,0.0059958700646028
4091,Others,Manipur,2021,3,17424,0.0481659935480125
4092,Xiaomi,Manipur,2021,4,183086,0.4721802417046211
4093,Samsung,Manipur,2021,4,60028,0.1548126866556972
4094,Vivo,Manipur,2021,4,48425,0.1248884579080119
4095,Oppo,Manipur,2021,4,34483,0.0889319296652963
4096,Realme,Manipur,2021,4,21355,0.0550747138590726
4097,Apple,Manipur,2021,4,9391,0.0242194632568743
4098,OnePlus,Manipur,2021,4,4695,0.0121084421244835
4099,Huawei,Manipur,2021,4,4031,0.0103959808740773
4100,HMD Global,Manipur,2021,4,2508,0.0064681518313535
4101,Motorola,Manipur,2021,4,2358,0.0060813006452677
4102,Others,Manipur,2021,4,17386,0.0448386314752441
4103,Xiaomi,Manipur,2022,1,193373,0.4694658897790726
4104,Samsung,Manipur,2022,1,62042,0.1506239378489924
4105,Vivo,Manipur,2022,1,51648,0.1253896576839038
4106,Oppo,Manipur,2022,1,37434,0.0908812818645302
4107,Realme,Manipur,2022,1,24745,0.0600752609856761
4108,Apple,Manipur,2022,1,10256,0.0248992473901432
4109,OnePlus,Manipur,2022,1,5335,0.0129521728574896
4110,Huawei,Manipur,2022,1,4094,0.0099393056567127
4111,HMD Global,Manipur,2022,1,2518,0.0061131342558873
4112,Motorola,Manipur,2022,1,2359,0.0057271182325807
4113,Others,Manipur,2022,1,18096,0.0439329934450109
4114,Xiaomi,Meghalaya,2018,1,4528,0.2445848862961162
4115,Samsung,Meghalaya,2018,1,3411,0.1842489061740398
4116,Vivo,Meghalaya,2018,1,1869,0.1009560849133041
4117,Oppo,Meghalaya,2018,1,1779,0.096094636201588
4118,Realme,Meghalaya,2018,1,1065,0.0575271430886404
4119,Motorola,Meghalaya,2018,1,662,0.0357586560795116
4120,Lenovo,Meghalaya,2018,1,577,0.0311672878517798
4121,Apple,Meghalaya,2018,1,548,0.0296008210446713
4122,Micromax,Meghalaya,2018,1,498,0.026900016204829
4123,OnePlus,Meghalaya,2018,1,435,0.0234970021066277
4124,Others,Meghalaya,2018,1,3141,0.1696645600388915
4125,Xiaomi,Meghalaya,2018,2,6618,0.248628747464122
4126,Samsung,Meghalaya,2018,2,4962,0.1864152077541513
4127,Vivo,Meghalaya,2018,2,2798,0.1051168382297693
4128,Oppo,Meghalaya,2018,2,2671,0.1003456307761665
4129,Realme,Meghalaya,2018,2,1478,0.0555263355624013
4130,Motorola,Meghalaya,2018,2,917,0.03445037192877
4131,Lenovo,Meghalaya,2018,2,808,0.0303553986024494
4132,Apple,Meghalaya,2018,2,711,0.0267112480276504
4133,Micromax,Meghalaya,2018,2,667,0.0250582312720715
4134,Asus,Meghalaya,2018,2,556,0.0208881208204974
4135,Others,Meghalaya,2018,2,4432,0.1665038695619505
4136,Xiaomi,Meghalaya,2018,3,9247,0.2480351921890507
4137,Samsung,Meghalaya,2018,3,7096,0.1903382419999463
4138,Vivo,Meghalaya,2018,3,4323,0.1159571899895389
4139,Oppo,Meghalaya,2018,3,3817,0.1023845926879643
4140,Realme,Meghalaya,2018,3,1993,0.0534588664467154
4141,Motorola,Meghalaya,2018,3,1170,0.0313832783455379
4142,Lenovo,Meghalaya,2018,3,958,0.0256967356025857
4143,Apple,Meghalaya,2018,3,908,0.0243555698613234
4144,Micromax,Meghalaya,2018,3,900,0.0241409833427214
4145,Asus,Meghalaya,2018,3,784,0.0210294788229929
4146,Others,Meghalaya,2018,3,6085,0.1632198707116225
4147,Xiaomi,Meghalaya,2018,4,12391,0.2496474191078696
4148,Samsung,Meghalaya,2018,4,9662,0.1946649474150783
4149,Vivo,Meghalaya,2018,4,6164,0.1241890639481
4150,Oppo,Meghalaya,2018,4,5306,0.1069025264939356
4151,Realme,Meghalaya,2018,4,2710,0.0545996695813353
4152,Motorola,Meghalaya,2018,4,1447,0.029153402909296
4153,Lenovo,Meghalaya,2018,4,1261,0.0254059717129387
4154,Apple,Meghalaya,2018,4,1138,0.0229278317282507
4155,Asus,Meghalaya,2018,4,1055,0.0212555909255752
4156,Micromax,Meghalaya,2018,4,1051,0.0211750010073739
4157,Others,Meghalaya,2018,4,7449,0.1500785751702462
4158,Xiaomi,Meghalaya,2019,1,15243,0.2479060614438824
4159,Samsung,Meghalaya,2019,1,11907,0.1936506903898385
4160,Vivo,Meghalaya,2019,1,7947,0.1292468326638151
4161,Oppo,Meghalaya,2019,1,6915,0.1124627970140029
4162,Realme,Meghalaya,2019,1,3316,0.0539300990453266
4163,Motorola,Meghalaya,2019,1,1658,0.0269650495226633
4164,Lenovo,Meghalaya,2019,1,1461,0.023761120236798
4165,Apple,Meghalaya,2019,1,1365,0.022199814594955
4166,Huawei,Meghalaya,2019,1,1316,0.0214028981735976
4167,Micromax,Meghalaya,2019,1,1298,0.0211101533657521
4168,Others,Meghalaya,2019,1,9061,0.1473644835493681
4169,Xiaomi,Meghalaya,2019,2,18498,0.2474781259197816
4170,Samsung,Meghalaya,2019,2,14431,0.1930671875418082
4171,Vivo,Meghalaya,2019,2,9893,0.1323549086238728
4172,Oppo,Meghalaya,2019,2,8757,0.1171567709308859
4173,Realme,Meghalaya,2019,2,4015,0.0537152489765338
4174,Motorola,Meghalaya,2019,2,1926,0.0257672651379338
4175,Lenovo,Meghalaya,2019,2,1740,0.0232788376635539
4176,Huawei,Meghalaya,2019,2,1622,0.0217001578679795
4177,Apple,Meghalaya,2019,2,1607,0.0214994782329489
4178,Micromax,Meghalaya,2019,2,1521,0.0203489149921066
4179,Others,Meghalaya,2019,2,10736,0.1436331041125946
4180,Xiaomi,Meghalaya,2019,3,21608,0.2472452657474683
4181,Samsung,Meghalaya,2019,3,16550,0.1893701012643744
4182,Vivo,Meghalaya,2019,3,11978,0.137055895646204
4183,Oppo,Meghalaya,2019,3,10379,0.1187596544424738
4184,Realme,Meghalaya,2019,3,4869,0.055712569368957
4185,Motorola,Meghalaya,2019,3,2101,0.024040276903713
4186,Huawei,Meghalaya,2019,3,1917,0.021934893300532
4187,Apple,Meghalaya,2019,3,1850,0.0211682590537216
4188,Asus,Meghalaya,2019,3,1800,0.0205961439441615
4189,Micromax,Meghalaya,2019,3,1791,0.0204931632244407
4190,Others,Meghalaya,2019,3,12552,0.1436237771039533
4191,Xiaomi,Meghalaya,2019,4,24747,0.2473957812656203
4192,Samsung,Meghalaya,2019,4,19042,0.1903628911326602
4193,Vivo,Meghalaya,2019,4,14054,0.1404978506448065
4194,Oppo,Meghalaya,2019,4,12145,0.1214135759272218
4195,Realme,Meghalaya,2019,4,5932,0.0593022093371988
4196,Motorola,Meghalaya,2019,4,2238,0.0223732880135959
4197,Huawei,Meghalaya,2019,4,2178,0.0217734679596121
4198,Apple,Meghalaya,2019,4,2052,0.0205138458462461
4199,Micromax,Meghalaya,2019,4,1999,0.0199840047985604
4200,Asus,Meghalaya,2019,4,1825,0.0182445266420074
4201,Others,Meghalaya,2019,4,13818,0.1381385584324702
4202,Xiaomi,Meghalaya,2020,1,27877,0.2449347180487462
4203,Samsung,Meghalaya,2020,1,21610,0.1898711933505544
4204,Vivo,Meghalaya,2020,1,16379,0.1439102395135923
4205,Oppo,Meghalaya,2020,1,14191,0.1246858910151651
4206,Realme,Meghalaya,2020,1,7242,0.0636301333755074
4207,Huawei,Meghalaya,2020,1,2446,0.0214912049484246
4208,Motorola,Meghalaya,2020,1,2386,0.0209640290298205
4209,Apple,Meghalaya,2020,1,2309,0.0202874866009454
4210,Micromax,Meghalaya,2020,1,2089,0.0183545082327305
4211,Asus,Meghalaya,2020,1,2050,0.0180118438856379
4212,Others,Meghalaya,2020,1,15235,0.1338587519988753
4213,Xiaomi,Meghalaya,2020,2,32935,0.2417939813965098
4214,Samsung,Meghalaya,2020,2,25696,0.1886484938808172
4215,Vivo,Meghalaya,2020,2,20152,0.147946935269545
4216,Oppo,Meghalaya,2020,2,17459,0.1281761384910176
4217,Realme,Meghalaya,2020,2,9186,0.0674394872660798
4218,Huawei,Meghalaya,2020,2,2792,0.0204976103251572
4219,Motorola,Meghalaya,2020,2,2600,0.0190880325377539
4220,Micromax,Meghalaya,2020,2,2562,0.0188090536006636
4221,Apple,Meghalaya,2020,2,2489,0.0182731203794113
4222,Asus,Meghalaya,2020,2,2372,0.0174141589152124
4223,Others,Meghalaya,2020,2,17968,0.1319129879378317
4224,Xiaomi,Meghalaya,2020,3,37816,0.2397347550731896
4225,Samsung,Meghalaya,2020,3,29736,0.1885115474099948
4226,Vivo,Meghalaya,2020,3,23981,0.1520276909617664
4227,Oppo,Meghalaya,2020,3,20562,0.1303529202933923
4228,Realme,Meghalaya,2020,3,11286,0.0715476635751009
4229,Huawei,Meghalaya,2020,3,3110,0.0197158633456108
4230,Micromax,Meghalaya,2020,3,2892,0.0183338510596484
4231,Motorola,Meghalaya,2020,3,2853,0.0180866103295909
4232,Apple,Meghalaya,2020,3,2775,0.0175921288694759
4233,Asus,Meghalaya,2020,3,2623,0.0166285239728415
4234,Others,Meghalaya,2020,3,20107,0.1274684451093881
4235,Xiaomi,Meghalaya,2020,4,41993,0.2379921449500416
4236,Samsung,Meghalaya,2020,4,33436,0.1894959959647939
4237,Vivo,Meghalaya,2020,4,27150,0.1538705673658379
4238,Oppo,Meghalaya,2020,4,23405,0.1326460636905133
4239,Realme,Meghalaya,2020,4,13219,0.0749176806633153
4240,Huawei,Meghalaya,2020,4,3369,0.0190935521714735
4241,Apple,Meghalaya,2020,4,3096,0.0175463453614966
4242,Micromax,Meghalaya,2020,4,3067,0.0173819900593379
4243,Motorola,Meghalaya,2020,4,3016,0.017092951424507
4244,Asus,Meghalaya,2020,4,2832,0.016050145369431
4245,Others,Meghalaya,2020,4,21864,0.1239125629792515
4246,Xiaomi,Meghalaya,2021,1,45624,0.2390330540842148
4247,Samsung,Meghalaya,2021,1,35701,0.1870445174439013
4248,Vivo,Meghalaya,2021,1,30076,0.1575740429299676
4249,Oppo,Meghalaya,2021,1,25290,0.1324992534146456
4250,Realme,Meghalaya,2021,1,14857,0.0778387270850688
4251,Huawei,Meghalaya,2021,1,3554,0.0186201006973369
4252,Apple,Meghalaya,2021,1,3344,0.0175198696488167
4253,Asus,Meghalaya,2021,1,3198,0.0167549471103217
4254,Micromax,Meghalaya,2021,1,3117,0.016330572277321
4255,Motorola,Meghalaya,2021,1,3077,0.0161210044585553
4256,Others,Meghalaya,2021,1,23031,0.1206639108498499
4257,Xiaomi,Meghalaya,2021,2,48812,0.2373131861186468
4258,Samsung,Meghalaya,2021,2,38364,0.1865173127971763
4259,Vivo,Meghalaya,2021,2,32487,0.157944634053849
4260,Oppo,Meghalaya,2021,2,27101,0.131759089096973
4261,Realme,Meghalaya,2021,2,17555,0.0853485409799403
4262,Apple,Meghalaya,2021,2,3658,0.0177843897980416
4263,Huawei,Meghalaya,2021,2,3596,0.0174829594624816
4264,Asus,Meghalaya,2021,2,3185,0.015484768044495
4265,Motorola,Meghalaya,2021,2,3069,0.0149208016102214
4266,Micromax,Meghalaya,2021,2,3045,0.014804118899682
4267,Others,Meghalaya,2021,2,24814,0.1206401991384926
